Número da contratação;Status da contratação;Situação da Execução;Título da contratação;Categoria da contratação;UASG Atual;Valor total da contratação;Data estimada para o início do processo de contratação;Data estimada para a conclusão do processo de contratação;Prazo estimado de duração do processo de contratação (dias);Área requisitante;Nº DFD;Prioridade;Nº do Item no DFD;Data da conclusão da Contratação no DFD;Classificação da Contratação;Código Classe/Grupo;Nome Classe/Grupo;Código PDM material;Nome do PDM material;Código material/serviço;Descrição material/serviço;Unidade Fornecimento;Valor Unitário;Quantidade;Valor Total
"26/2025";Aprovada;;"Aquisição de Equipamentos eletrônicos";BENS;250110;957.700,0000;04/12/2024;02/06/2025;180;"SE.SAA.CGINFRA.COMAP";"215/2024";"Médio";14;01/06/2025;Material;6760;EQUIPAMENTO FOTOGRÁFICO E ACESSÓRIOS;"8788";"LENTE PARA CÂMERA FOTOGRÁFICA";614621;"ABERTURA MÁXIMA: F1.8L, DISTÂNCIA FOCAL: 50, TIPO: 50";"UN";950,0000;12,00000;11.400,0000
"26/2025";Aprovada;;"Aquisição de Equipamentos eletrônicos";BENS;250110;957.700,0000;04/12/2024;02/06/2025;180;"SE.SAA.CGINFRA.COMAP";"215/2024";"Médio";15;01/06/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"13629";"REFRIGERADOR DOMÉSTICO";481682;"CAPACIDADE: 410, CARACTERÍSTICAS ADICIONAIS: DUPLEX, FROST FREE E DEGELO AUTOMÁTICO, TIPO: VERTICAL, VOLTAGEM: 110/220";"UN";3.400,0000;20,00000;68.000,0000
"26/2025";Aprovada;;"Aquisição de Equipamentos eletrônicos";BENS;250110;957.700,0000;04/12/2024;02/06/2025;180;"SE.SAA.CGINFRA.COMAP";"215/2024";"Médio";16;01/06/2025;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;"1045";"FORNO MICROONDAS";445383;"CAPACIDADE: 30, CARACTERÍSTICAS ADICIONAIS: COM PRATO GIRATÓRIO E FUNÇÃO GRILL, FUNÇÕES: GRILL, DOURADOR E TOSTADOR, MATERIAL: AÇO INOXIDÁVEL, VOLTAGEM: 220";"UN";900,0000;30,00000;27.000,0000
"26/2025";Aprovada;;"Aquisição de Equipamentos eletrônicos";BENS;250110;957.700,0000;04/12/2024;02/06/2025;180;"SE.SAA.CGINFRA.COMAP";"215/2024";"Médio";17;01/06/2025;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;"1069";"CAFETEIRA ELÉTRICA";423372;"CAPACIDADE: 10, CARACTERÍSTICAS ADICIONAIS: COM 2 DEPÓSITOS, MATERIAL: AÇO INOXIDÁVEL, VOLTAGEM: 110/220";"UN";2.400,0000;25,00000;60.000,0000
"26/2025";Aprovada;;"Aquisição de Equipamentos eletrônicos";BENS;250110;957.700,0000;04/12/2024;02/06/2025;180;"SE.SAA.CGINFRA.COMAP";"215/2024";"Médio";18;01/06/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"3492";"BEBEDOURO ÁGUA GARRAFÃO";402920;"CAPACIDADE: 20, CARACTERÍSTICAS ADICIONAIS: BAIXO CONSUMO ENERGIA,TERMOSTATO REGULÁVEL,INMETRO, MATERIAL: PLÁSTICO ABS E CHAPA AÇO INOXIDÁVEL, TIPO: ELÉTRICO DE COLUNA, VOLTAGEM: 220";"UN";900,0000;30,00000;27.000,0000
"26/2025";Aprovada;;"Aquisição de Equipamentos eletrônicos";BENS;250110;957.700,0000;04/12/2024;02/06/2025;180;"SE.SAA.CGINFRA.COMAP";"215/2024";"Médio";19;01/06/2025;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;"13792";"FOGÃO SEMI-INDUSTRIAL";227404;"ALTURA: 80, COMPRIMENTO: 120, COR: CINZA, FUNCIONAMENTO: GÁS, LARGURA: 80, MATERIAL: AÇO INOXIDÁVEL, QUANTIDADE BOCAS: 4, QUANTIDADE QUEIMADOR: 2 DUPLOS (1 GRANDE E 1 PEQUENO JUNTOS) E 2 SIMPLES, TIPO ACENDIMENTO: MANUAL, TIPO USO: COZINHA";"UN";2.400,0000;8,00000;19.200,0000
"26/2025";Aprovada;;"Aquisição de Equipamentos eletrônicos";BENS;250110;957.700,0000;04/12/2024;02/06/2025;180;"SE.SAA.CGINFRA.COMAP";"215/2024";"Médio";20;01/06/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"783";"FREEZER";438025;"CAPACIDADE: 400, CARACTERÍSTICAS ADICIONAIS: TRIPLAFUNÇÃO; EFICIÊNCIA ENERGÉTICA ETIQUETA "A", QUANTIDADE PORTAS: 1, TENSÃO ALIMENTAÇÃO: 220, TIPO: VERTICAL";"UN";6.300,0000;8,00000;50.400,0000
"26/2025";Aprovada;;"Aquisição de Equipamentos eletrônicos";BENS;250110;957.700,0000;04/12/2024;02/06/2025;180;"SE.SAA.CGINFRA.COMAP";"215/2024";"Médio";21;01/06/2025;Material;7730;FONÓGRAFOS, RÁDIOS E TELEVISORES DE TIPO DOMÉSTICO;"12609";"TELEVISOR";460902;"ACESSÓRIOS: CONTROLE REMOTO, CARACTERÍSTICAS ADICIONAIS: SMART TV, 4 K, WIFI. ENTRADAS HDMI/USB, CONVERSOR, TAMANHO TELA: 85, TIPO TELA: LED, VOLTAGEM: 110/220";"UN";8.500,0000;12,00000;102.000,0000
"25/2025";Aprovada;;"Serviço de jardinagem";SERVICOS;250110;246.483,6400;04/12/2024;02/06/2025;180;"SESAI.CASAI.BSB";"190/2024";"Médio";1;01/06/2025;Serviço;851;SERVIÇOS DE AGÊNCIAS DE EMPREGOS E FORNECIMENTO DE PESSOAL;"";"";24325;"PRESTAÇÃO DE SERVIÇO DE JARDINAGEM - OUTROS SERVIÇOS - OUTRAPRODUTIVIDADE";"";246.483,6400;1,00000;246.483,6400
"24/2025";Aprovada;;"Serviço de manutenção da frota de veículos oficiais";SERVICOS;250110;305.898,1200;03/12/2024;02/06/2025;181;"SESAI.CASAI.BSB";"210/2024";"Médio";1;01/06/2025;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;"";"";3565;"MANUTENÇÃO DE VEÍCULOS LEVES E PESADOS";"";244.718,5000;1,00000;244.718,5000
"24/2025";Aprovada;;"Serviço de manutenção da frota de veículos oficiais";SERVICOS;250110;305.898,1200;03/12/2024;02/06/2025;181;"SESAI.CASAI.SP";"229/2024";"Médio";1;01/06/2025;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;"";"";3565;"MANUTENÇÃO DE VEÍCULOS LEVES E PESADOS";"";61.179,6200;1,00000;61.179,6200
"23/2025";Aprovada;Preparação;"Serviço de combate de praga urbanas";SERVICOS;250110;6.000,0000;04/12/2024;02/06/2025;180;"SESAI.CASAI.SP";"238/2024";"Médio";1;01/06/2025;Serviço;943;SERVIÇOS DE SANEAMENTO E SERVIÇOS SIMILARES;"";"";3417;"DESINSETIZAÇÃO / DESRATIZAÇÃO / DEDETIZAÇÃO";"";6.000,0000;1,00000;6.000,0000
"22/2025";Aprovada;;"Serviço especializado para melhoria nos sistemas elétricos - Casai/BSB";OBRAS_SERV_ESP_ENGENHARIA;250110;3.000.000,0000;01/11/2024;30/04/2025;180;"SAA.CGINFRA";"146/2024";"Médio";1;30/04/2025;Serviço;545;TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO;"";"";1627;"MANUTENÇÃO / REFORMA PREDIAL";"";3.000.000,0000;1,00000;3.000.000,0000
"34/2025";Aprovada;;"Aquisição de Escadas dobráveis de alumínio com 5 degraus.";BENS;250110;9.000,0000;31/01/2025;31/07/2025;181;"SAA.CGDI.ARQUIVO";"59/2024";"Baixo";1;31/07/2025;Material;5440;EQUIPAMENTOS PARA MONTAGEM DE ANDAIME E FORMAS DE CONCRETO;"765";"ESCADA DOMÉSTICA";359881;"CAPACIDADE: 100, CARACTERÍSTICAS ADICIONAIS: PÉS ANTIDERRAPANTES, TRAVA DE SEGURANÇA, MATERIAL: ALUMÍNIO, NÚMERO DEGRAUS: 5, TIPO: DOBRÁVEL";"UN";2.250,0000;4,00000;9.000,0000
"379/2025";Aprovada;Edição;"Aquisição de enxoval";BENS;250110;253.233,7700;22/01/2025;30/05/2025;128;"SESAI.CASAI.BSB";"8/2025";"Médio";1;01/06/2025;Material;9330;ARTIGOS DE PLÁSTICO;"3320";"BANHEIRA USO INFANTIL";467566;"ADICIONAL 1: C/ SABONETEIRA, CAPACIDADE MÁXIMA: ATÉ 25, COR: C/ COR, MATERIAL: PLÁSTICO, MODELO: RÍGIDA, DRENÁVEL, TIPO ENCOSTO: ENCOSTO P/ COSTAS FIXO";"UN";28,2200;10,00000;282,2000
"379/2025";Aprovada;Edição;"Aquisição de enxoval";BENS;250110;253.233,7700;22/01/2025;30/05/2025;128;"SESAI.CASAI.BSB";"8/2025";"Médio";2;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;"19710";"TOALHA BANHO";459484;"COR: BRANCO, MATERIAL: 100% ALGODÃO, MEDIDAS MÍNIMAS (C X L): 1,40 X 0,70";"UN";22,7690;2.000,00000;45.538,0000
"379/2025";Aprovada;Edição;"Aquisição de enxoval";BENS;250110;253.233,7700;22/01/2025;30/05/2025;128;"SESAI.CASAI.BSB";"8/2025";"Médio";3;01/06/2025;Material;6530;MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E  SUPRIMENTOS  HOSPITALARES;"30053";"COLCHÃO PIRAMIDAL / CAIXA DE OVO - HOSPITALAR";601148;"ADICIONAL: C/ CAPA PROTETORA, DENSIDADE MÍNIMA: ESPUMA CERCA D-33, DIMENSÕES: CERCA DE 180 X 50 X 8, MATERIAL: ESPUMA FLEXÍVEL POLIURETANO, TIPO REVESTIMENTO: TOTALMENTE IMPERMEÁVEL E NÃO REMOVÍVEL";"UN";217,2800;20,00000;4.345,6000
"379/2025";Aprovada;Edição;"Aquisição de enxoval";BENS;250110;253.233,7700;22/01/2025;30/05/2025;128;"SESAI.CASAI.BSB";"8/2025";"Médio";4;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;"19713";"LENÇOL CAMA";459623;"COR: BRANCO, GRAMATURA MÍNIMA: 200, IMPRESSÃO: PERSONALIZADA E RESISTENTE A LAVAGEM INDUSTRIAL, MATERIAL: POLIÉSTER E ALGODÃO, MEDIDAS MÍNIMAS ( C X L ): 1,32 X 0,62, TIPO FIXAÇÃO: TRAÇADO SEM ELÁSTICO";"UN";26,0000;50,00000;1.300,0000
"379/2025";Aprovada;Edição;"Aquisição de enxoval";BENS;250110;253.233,7700;22/01/2025;30/05/2025;128;"SESAI.CASAI.BSB";"8/2025";"Médio";5;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;"19713";"LENÇOL CAMA";459577;"COR: COM COR, MATERIAL: 100% ALGODÃO, MEDIDAS MÍNIMAS ( C X L ): 1,90 X 0,90, TIPO FIXAÇÃO: COM ELÁSTICO";"UN";29,9500;2.000,00000;59.900,0000
"379/2025";Aprovada;Edição;"Aquisição de enxoval";BENS;250110;253.233,7700;22/01/2025;30/05/2025;128;"SESAI.CASAI.BSB";"8/2025";"Médio";6;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;"19713";"LENÇOL CAMA";467124;"CARACTERÍSTICAS ADICIONAIS: USO HOSPITALAR COM COSTURA DUPLA, COR: BRANCO, GRAMATURA MÍNIMA: 150, MATERIAL: CRETONE 100% ALGODÃO, MEDIDAS MÍNIMAS ( C X L ): 1,80 X 1,00, TIPO FIXAÇÃO: SEM ELÁSTICO";"UN";23,8150;2.000,00000;47.630,0000
"379/2025";Aprovada;Edição;"Aquisição de enxoval";BENS;250110;253.233,7700;22/01/2025;30/05/2025;128;"SESAI.CASAI.BSB";"8/2025";"Médio";7;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;"750";"FRONHA";285459;"COMPRIMENTO: 70, COR: BRANCA, LARGURA: 50, MATERIAL: 100% ALGODÃO";"UN";11,7500;2.000,00000;23.500,0000
"379/2025";Aprovada;Edição;"Aquisição de enxoval";BENS;250110;253.233,7700;22/01/2025;30/05/2025;128;"SESAI.CASAI.BSB";"8/2025";"Médio";8;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;"19711";"COLCHA CAMA";603916;"CARACTERÍSTICAS ADICIONAIS: ANTIALÉRGICO, COR: COM COR, GRAMATURA MÍNIMA: 180, MATERIAL: 100% POLIÉSTER, MEDIDAS MÍNIMAS (C X L): 2,00 X 1,50, TIPO: LENÇOL DE CIMA / COBERTOR";"UN";26,6000;1.000,00000;26.600,0000
"379/2025";Aprovada;Edição;"Aquisição de enxoval";BENS;250110;253.233,7700;22/01/2025;30/05/2025;128;"SESAI.CASAI.BSB";"8/2025";"Médio";9;01/06/2025;Material;8465;EQUIPAMENTOS INDIVIDUAIS;"11502";"REDE DE DORMIR";326199;"MATERIAL: 100% ALGODÃO, TIPO: SOLTEIRO";"UN";67,1300;60,00000;4.027,8000
"379/2025";Aprovada;Edição;"Aquisição de enxoval";BENS;250110;253.233,7700;22/01/2025;30/05/2025;128;"SESAI.CASAI.BSB";"8/2025";"Médio";10;01/06/2025;Material;4020;CABOS DE FIBRA, CORDOALHAS E BARBANTES;"5854";"CORDA";480061;"DIÂMETRO: 36, MATERIAL: NÁILON, TIPO: TORCIDA";"UN";4,7200;60,00000;283,2000
"379/2025";Aprovada;Edição;"Aquisição de enxoval";BENS;250110;253.233,7700;22/01/2025;30/05/2025;128;"SESAI.CASAI.BSB";"8/2025";"Médio";11;01/06/2025;Material;5340;FERRAGENS DIVERSAS;"562";"GANCHO REDE";217349;"CARACTERÍSTICAS ADICIONAIS: PARA PARAFUSAR - REFORÇADO, COMPRIMENTO PARAFUSOS: 40, DIÂMETRO PARAFUSOS: 5,50, ESPESSURA CHAPA: 1,90, ESPESSURA CHUMBADOR: NÃO APLICÁVEL, ESPESSURA GANCHO: 9,50, MATERIAL: FERRO, QUANTIDADE PARAFUSOS: 4, TRATAMENTO SUPERFICIAL: ZINCADO";"UN";15,0200;40,00000;600,8000
"379/2025";Aprovada;Edição;"Aquisição de enxoval";BENS;250110;253.233,7700;22/01/2025;30/05/2025;128;"SESAI.CASAI.SP";"11/2025";"Médio";1;01/06/2025;Material;9330;ARTIGOS DE PLÁSTICO;"3320";"BANHEIRA USO INFANTIL";467566;"ADICIONAL 1: C/ SABONETEIRA, CAPACIDADE MÁXIMA: ATÉ 25, COR: C/ COR, MATERIAL: PLÁSTICO, MODELO: RÍGIDA, DRENÁVEL, TIPO ENCOSTO: ENCOSTO P/ COSTAS FIXO";"UN";28,2200;4,00000;112,8800
"379/2025";Aprovada;Edição;"Aquisição de enxoval";BENS;250110;253.233,7700;22/01/2025;30/05/2025;128;"SESAI.CASAI.SP";"11/2025";"Médio";2;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;"19710";"TOALHA BANHO";459484;"COR: BRANCO, MATERIAL: 100% ALGODÃO, MEDIDAS MÍNIMAS (C X L): 1,40 X 0,70";"UN";22,7690;160,00000;3.643,0400
"379/2025";Aprovada;Edição;"Aquisição de enxoval";BENS;250110;253.233,7700;22/01/2025;30/05/2025;128;"SESAI.CASAI.SP";"11/2025";"Médio";3;01/06/2025;Material;6530;MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E  SUPRIMENTOS  HOSPITALARES;"30053";"COLCHÃO PIRAMIDAL / CAIXA DE OVO - HOSPITALAR";601148;"ADICIONAL: C/ CAPA PROTETORA, DENSIDADE MÍNIMA: ESPUMA CERCA D-33, DIMENSÕES: CERCA DE 180 X 50 X 8, MATERIAL: ESPUMA FLEXÍVEL POLIURETANO, TIPO REVESTIMENTO: TOTALMENTE IMPERMEÁVEL E NÃO REMOVÍVEL";"UN";217,2780;40,00000;8.691,1200
"379/2025";Aprovada;Edição;"Aquisição de enxoval";BENS;250110;253.233,7700;22/01/2025;30/05/2025;128;"SESAI.CASAI.SP";"11/2025";"Médio";4;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;"19713";"LENÇOL CAMA";459623;"COR: BRANCO, GRAMATURA MÍNIMA: 200, IMPRESSÃO: PERSONALIZADA E RESISTENTE A LAVAGEM INDUSTRIAL, MATERIAL: POLIÉSTER E ALGODÃO, MEDIDAS MÍNIMAS ( C X L ): 1,32 X 0,62, TIPO FIXAÇÃO: TRAÇADO SEM ELÁSTICO";"UN";26,0000;50,00000;1.300,0000
"379/2025";Aprovada;Edição;"Aquisição de enxoval";BENS;250110;253.233,7700;22/01/2025;30/05/2025;128;"SESAI.CASAI.SP";"11/2025";"Médio";5;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;"19713";"LENÇOL CAMA";459577;"COR: COM COR, MATERIAL: 100% ALGODÃO, MEDIDAS MÍNIMAS ( C X L ): 1,90 X 0,90, TIPO FIXAÇÃO: COM ELÁSTICO";"UN";29,9500;400,00000;11.980,0000
"379/2025";Aprovada;Edição;"Aquisição de enxoval";BENS;250110;253.233,7700;22/01/2025;30/05/2025;128;"SESAI.CASAI.SP";"11/2025";"Médio";6;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;"19713";"LENÇOL CAMA";467124;"CARACTERÍSTICAS ADICIONAIS: USO HOSPITALAR COM COSTURA DUPLA, COR: BRANCO, GRAMATURA MÍNIMA: 150, MATERIAL: CRETONE 100% ALGODÃO, MEDIDAS MÍNIMAS ( C X L ): 1,80 X 1,00, TIPO FIXAÇÃO: SEM ELÁSTICO";"UN";23,8150;200,00000;4.763,0000
"379/2025";Aprovada;Edição;"Aquisição de enxoval";BENS;250110;253.233,7700;22/01/2025;30/05/2025;128;"SESAI.CASAI.SP";"11/2025";"Médio";7;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;"750";"FRONHA";285459;"COMPRIMENTO: 70, COR: BRANCA, LARGURA: 50, MATERIAL: 100% ALGODÃO";"UN";11,7500;200,00000;2.350,0000
"379/2025";Aprovada;Edição;"Aquisição de enxoval";BENS;250110;253.233,7700;22/01/2025;30/05/2025;128;"SESAI.CASAI.SP";"11/2025";"Médio";8;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;"19711";"COLCHA CAMA";603916;"CARACTERÍSTICAS ADICIONAIS: ANTIALÉRGICO, COR: COM COR, GRAMATURA MÍNIMA: 180, MATERIAL: 100% POLIÉSTER, MEDIDAS MÍNIMAS (C X L): 2,00 X 1,50, TIPO: LENÇOL DE CIMA / COBERTOR";"UN";26,6000;200,00000;5.320,0000
"379/2025";Aprovada;Edição;"Aquisição de enxoval";BENS;250110;253.233,7700;22/01/2025;30/05/2025;128;"SESAI.CASAI.SP";"11/2025";"Médio";9;01/06/2025;Material;8465;EQUIPAMENTOS INDIVIDUAIS;"11502";"REDE DE DORMIR";326199;"MATERIAL: 100% ALGODÃO, TIPO: SOLTEIRO";"UN";67,1250;10,00000;671,2500
"379/2025";Aprovada;Edição;"Aquisição de enxoval";BENS;250110;253.233,7700;22/01/2025;30/05/2025;128;"SESAI.CASAI.SP";"11/2025";"Médio";10;01/06/2025;Material;4020;CABOS DE FIBRA, CORDOALHAS E BARBANTES;"5854";"CORDA";480061;"DIÂMETRO: 36, MATERIAL: NÁILON, TIPO: TORCIDA";"UN";4,7200;20,00000;94,4000
"379/2025";Aprovada;Edição;"Aquisição de enxoval";BENS;250110;253.233,7700;22/01/2025;30/05/2025;128;"SESAI.CASAI.SP";"11/2025";"Médio";11;01/06/2025;Material;5340;FERRAGENS DIVERSAS;"562";"GANCHO REDE";217349;"CARACTERÍSTICAS ADICIONAIS: PARA PARAFUSAR - REFORÇADO, COMPRIMENTO PARAFUSOS: 40, DIÂMETRO PARAFUSOS: 5,50, ESPESSURA CHAPA: 1,90, ESPESSURA CHUMBADOR: NÃO APLICÁVEL, ESPESSURA GANCHO: 9,50, MATERIAL: FERRO, QUANTIDADE PARAFUSOS: 4, TRATAMENTO SUPERFICIAL: ZINCADO";"UN";15,0240;20,00000;300,4800
"163/2025";Aprovada;Edição;"Contratação de subscrição de licenças de uso de software do tipo suíte de escritório";SERVICOS;250110;11.087.435,8800;03/10/2024;02/01/2025;91;"SEIDIGI.DATASUS.CGIE";"272/2024";"Alto";1;02/01/2025;Serviço;131;SERVIÇOS DE COMPUTAÇÃO EM NUVEM;"";"";26077;"SOFTWARE COMO SERVICO - SAAS";"";401,8000;12.309,00000;4.945.756,2000
"163/2025";Aprovada;Edição;"Contratação de subscrição de licenças de uso de software do tipo suíte de escritório";SERVICOS;250110;11.087.435,8800;03/10/2024;02/01/2025;91;"SEIDIGI.DATASUS.CGIE";"272/2024";"Alto";2;02/01/2025;Serviço;131;SERVIÇOS DE COMPUTAÇÃO EM NUVEM;"";"";26077;"SOFTWARE COMO SERVICO - SAAS";"";1.278,4800;3.766,00000;4.814.755,6800
"163/2025";Aprovada;Edição;"Contratação de subscrição de licenças de uso de software do tipo suíte de escritório";SERVICOS;250110;11.087.435,8800;03/10/2024;02/01/2025;91;"SEIDIGI.DATASUS.CGIE";"272/2024";"Alto";3;02/01/2025;Serviço;131;SERVIÇOS DE COMPUTAÇÃO EM NUVEM;"";"";26077;"SOFTWARE COMO SERVICO - SAAS";"";2.134,8900;310,00000;661.815,9000
"163/2025";Aprovada;Edição;"Contratação de subscrição de licenças de uso de software do tipo suíte de escritório";SERVICOS;250110;11.087.435,8800;03/10/2024;02/01/2025;91;"SEIDIGI.DATASUS.CGIE";"272/2024";"Alto";4;02/01/2025;Serviço;131;SERVIÇOS DE COMPUTAÇÃO EM NUVEM;"";"";26077;"SOFTWARE COMO SERVICO - SAAS";"";2.145,5100;310,00000;665.108,1000
"185/2025";Aprovada;Edição;"Contratação de Solução de infraestrutura computacional hiperconvergente, para o Data Center  no DF";CONTRATACOES_TIC;250110;19.925.641,0000;29/11/2024;30/05/2025;182;"SEIDIGI.DATASUS.CGIE";"277/2024";"Médio";1;30/05/2025;Material;7010;COMPUTADORES;"10293";"SERVIDOR";459959;"ARMAZENAMENTO SAS: COM DISCOS SAS, ARMAZENAMENTO SATA: COM DISCOS SATA, ARMAZENAMENTO SSD: COM DISCOS SSD, FONTE ALIMENTAÇÃO: REDUNDANTE (SWAP/HOT PLUG), GARANTIA ON SITE: SUPERIOR 48, INTERFACE REDE LAN: NO MÍNIMO 8, INTERFACE REDE SAN: 2, MEMÓRIA RAM: 768, NÚCLEOS POR PROCESSADOR: 15 A 20, PROCESSADORES FÍSICOS: 4, SISTEMA OPERACIONAL: SEM SISTEMA OPERACIONAL, TIPO: RACK";"UN";14.480.000,0000;1,00000;14.480.000,0000
"185/2025";Aprovada;Edição;"Contratação de Solução de infraestrutura computacional hiperconvergente, para o Data Center  no DF";CONTRATACOES_TIC;250110;19.925.641,0000;29/11/2024;30/05/2025;182;"SEIDIGI.DATASUS.CGIE";"277/2024";"Médio";1;30/05/2025;Serviço;166;SERVIÇOS DE MANUTENÇÃO E INSTALAÇÃO DE EQUIPAMENTOS DE TIC;"";"";27111;"SERVIÇOS DE INSTALAÇÃO DE COMPUTADORES E SEUS PERIFÉRICOS";"";295.693,0000;1,00000;295.693,0000
"185/2025";Aprovada;Edição;"Contratação de Solução de infraestrutura computacional hiperconvergente, para o Data Center  no DF";CONTRATACOES_TIC;250110;19.925.641,0000;29/11/2024;30/05/2025;182;"SEIDIGI.DATASUS.CGIE";"277/2024";"Médio";2;30/05/2025;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"";5.104.000,0000;1,00000;5.104.000,0000
"185/2025";Aprovada;Edição;"Contratação de Solução de infraestrutura computacional hiperconvergente, para o Data Center  no DF";CONTRATACOES_TIC;250110;19.925.641,0000;29/11/2024;30/05/2025;182;"SEIDIGI.DATASUS.CGIE";"277/2024";"Médio";3;30/05/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";20052;"TREINAMENTO - INSTALAÇÃO / UTILIZAÇÃO EQUIPAMENTO";"";45.948,0000;1,00000;45.948,0000
"108/2025";Aprovada;;"Aquisição de folhas de papel alcalino";BENS;250110;300.300,0000;31/01/2025;31/07/2025;181;"SAA.CGDI.ARQUIVO";"58/2024";"Baixo";1;31/07/2025;Material;9310;PAPÉIS E PAPELÕES;"19746";"PAPEL PARA IMPRESSÃO FORMATADO";467046;"CARACTERÍSTICA ADICIONAL: PH ALCALINO, COR: COLORIDO, GRAMATURA: 75, TAMANHO (C X L): 420 X 297, TIPO: PERMANENTE";"EMB";4,5500;66.000,00000;300.300,0000
"129/2025";Aprovada;;"Serviço de impressão";SERVICOS;250110;6.000.000,0000;05/05/2025;31/10/2025;179;"SAPS.DGCI.COPID";"186/2024";"Médio";1;31/12/2025;Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;"";"";15857;"GRÁFICO - IMPRESSÃO DE MANUAL E FORMULÁRIO, ALCEAMENTO E EN-VELOPAMENTO";"";2,0000;3.000.000,00000;6.000.000,0000
"145/2025";Aprovada;;"Serviçõ de impressão";SERVICOS;250110;13.975.961,1000;05/05/2025;31/10/2025;179;"SAPS.DGCI. CGCRIAJ";"140/2024";"Médio";1;30/11/2025;Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;"";"";15857;"GRÁFICO - IMPRESSÃO DE MANUAL E FORMULÁRIO, ALCEAMENTO E EN-VELOPAMENTO";"";2,8500;4.903.846,00000;13.975.961,1000
"180/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde ";BENS;250110;20.400,0000;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"373/2024";"Médio";1;01/02/2025;Material;5805;EQUIPAMENTO TELEFÔNICO E TELEGRÁFICO;"14704";"TELEFONE CABEÇA";237194;"CARACTERÍSTICAS ADICIONAIS: TIARA AJUSTÁVEL/DESCONEXÃO RÁPIDA/ELIMINADOR RUÍDO, TIPO: SEM FIO E MICROFONE NA TIARA, TIPO ACIONAMENTO: CHAVE LIGA/DESLIGA COM LED, TIPO ALIMENTAÇÃO: DIRETO NA LINHA OU PABX";"UN";400,0000;6,00000;2.400,0000
"180/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde ";BENS;250110;20.400,0000;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"373/2024";"Médio";2;01/02/2025;Material;7290;UTENSÍLIOS COMERCIAIS E DOMÉSTICOS DIVERSOS;"12399";"SUPORTE";601992;"ALTURA: 17, APLICAÇÃO: SUPORTE MONITOR LCD, COR: PRETA, FORMATO: RETANGULAR, LARGURA: 27, MATERIAL: PLÁSTICO RESISTENTE, PROFUNDIDADE: 33,5";"UN";60,0000;300,00000;18.000,0000
"192/2025";Aprovada;Preparação;"Contratação de empresa especializada para manutenção de equipamentos eletrodomésticos.";SERVICOS;250110;60.000,0000;05/03/2025;01/09/2025;180;"SE.SAA.CGINFRA.COMAP";"376/2024";"Médio";1;01/09/2025;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;"";"";9989;"MANUTENÇÃO E REPARO DE APARELHOS ELETRODOMÉSTICOS";"";60.000,0000;1,00000;60.000,0000
