Número da contratação;Status da contratação;Situação da Execução;Título da contratação;Categoria da contratação;UASG Atual;Valor total da contratação;Data estimada para o início do processo de contratação;Data estimada para a conclusão do processo de contratação;Prazo estimado de duração do processo de contratação (dias);Área requisitante;Nº DFD;Prioridade;Nº do Item no DFD;Data da conclusão da Contratação no DFD;Classificação da Contratação;Código Classe/Grupo;Nome Classe/Grupo;Código PDM material;Nome do PDM material;Código material/serviço;Descrição material/serviço;Unidade Fornecimento;Valor Unitário;Quantidade;Valor Total
27/2025;Aprovada;;Aquisição de materiais para a área de engenharia;BENS;250110;20.430,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;219/2024;Médio;5;01/06/2025;Material;6625;INSTRUMENTO DE TESTE E DE MEDIÇÃO DE PROPRIEDADES ELÉTRICAS E ELETRÔNICAS;8980;LUXÍMETRO;443380;FAIXA MEDIÇÃO: 0 A 100.000 LUX, PRECISÃO: 5% + 2 DÍGITOS, TIPO: DIGITAL / PORTÁTIL, TIPO ALIMENTAÇÃO: BATERIA DE 9 V;UN;1.500,00;6;9.000,00
27/2025;Aprovada;;Aquisição de materiais para a área de engenharia;BENS;250110;20.430,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;219/2024;Médio;6;01/06/2025;Material;4240;EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO;1372;CAPACETE SEGURANÇA;441220;CARACTERÍSTICAS ADICIONAIS: ABA FRONTAL/PROTETOR AUDITIVO E FACIAL/TIPO II, MATERIAL: POLIETILENO ALTA DENSIDADE;UN;200;6;1.200,00
27/2025;Aprovada;;Aquisição de materiais para a área de engenharia;BENS;250110;20.430,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;219/2024;Médio;7;01/06/2025;Material;6675;INSTRUMENTOS DE DESENHO, TOPOGRAFIA E CARTOGRAFIA;18065;PRANCHETA PORTÁTIL;613658;ADICIONAIS: ESTOJO EM POLIONDA,ALÇA  FIXAÇÃO METÁLICA, APOIOS, CARACTERÍSTICAS ADICIONAIS: COM RÉGUA PARALELA A3 INCLINAÇÃO 5000, COMPRIMENTO: 420, ESPESSURA: 45, LARGURA: 520, MATERIAL: MADEIRA;UN;60;6;360
26/2025;Aprovada;;Aquisição de Equipamentos eletrônicos;BENS;250110;957.700,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;215/2024;Médio;1;01/06/2025;Material;7730;FONÓGRAFOS, RÁDIOS E TELEVISORES DE TIPO DOMÉSTICO;12609;TELEVISOR;443965;ACESSÓRIOS: CONTROLE REMOTO, CARACTERÍSTICAS ADICIONAIS: SMART TV, FULL HD, ENTRADAS HDMI/USB, CONVERSOR DI, TAMANHO TELA: 50, TIPO TELA: LED, VOLTAGEM: BIVOLT;UN;2.800,00;60;168.000,00
26/2025;Aprovada;;Aquisição de Equipamentos eletrônicos;BENS;250110;957.700,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;215/2024;Médio;2;01/06/2025;Material;7490;MÁQUINAS DIVERSAS PARA ESCRITÓRIO;292;FRAGMENTADORA PAPEL;486823;ABERTURA: 230, CAPACIDADE FRAGMENTAÇÃO: 15, CAPACIDADE LIXEIRA: 25, CARACTERÍSTICAS ADICIONAIS: PAPEIS, GRAMPOS, CARTÃO, CD, MATERIAL: METAL/PLÁSTICO, NÍVEL RUÍDO: 65, POTÊNCIA: 370, TENSÃO MOTOR: BIVOLT, TIPO: AUTOMÁTICA;UN;1.300,00;30;39.000,00
26/2025;Aprovada;;Aquisição de Equipamentos eletrônicos;BENS;250110;957.700,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;215/2024;Médio;3;01/06/2025;Material;4140;VENTILADORES, CIRCULADORES DE AR E VENTOINHAS;13144;UMIDIFICADOR E PURIFICADOR AMBIENTE;405917;CAPACIDADE: 4, CARACTERÍSTICAS ADICIONAIS: RESERVATÓRIO POLIESTIRENO CRISTAL,FUNCIONAMENTO 8H, CONSUMO ENERGIA: 25, MATERIAL: POLIESTIRENO, TIPO: ULTRASÔNICO, VOLTAGEM: 110/220;UN;200;100;20.000,00
26/2025;Aprovada;;Aquisição de Equipamentos eletrônicos;BENS;250110;957.700,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;215/2024;Médio;4;01/06/2025;Material;4130;COMPONENTES DE EQUIPAMENTOS PARA REFRIGERAÇÃO E AR  CONDICIONADO;18545;CLIMATIZADOR;449884;CAPACIDADE ÁGUA: 3,8, CARACTERÍSTICAS ADICIONAIS: FUNÇÕES DE CIRCULADOR E UMIDIFICADOR, POTÊNCIA: 2.000, TENSÃO ALIMENTAÇÃO: 220, TIPO: EVAPORATIVO, TIPO MOTOR: MONOFÁSICO, VAZÃO AR: 230;UN;1.400,00;50;70.000,00
26/2025;Aprovada;;Aquisição de Equipamentos eletrônicos;BENS;250110;957.700,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;215/2024;Médio;5;01/06/2025;Material;4140;VENTILADORES, CIRCULADORES DE AR E VENTOINHAS;710;VENTILADOR;345805;ALTURA: 1,5 A 2, CARACTERÍSTICAS ADICIONAIS: 3 HÉLICES, DIÂMETRO: 50, POTÊNCIA MOTOR: 1/5, TENSÃO ALIMENTAÇÃO: 110/220, TIPO: COLUNA, VAZÃO: MÍMINO 12.000, ROTAÇÃO: 1.300;UN;400;30;12.000,00
26/2025;Aprovada;;Aquisição de Equipamentos eletrônicos;BENS;250110;957.700,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;215/2024;Médio;6;01/06/2025;Material;4140;VENTILADORES, CIRCULADORES DE AR E VENTOINHAS;710;VENTILADOR;361863;CARACTERÍSTICAS ADICIONAIS: GRADE REMOVÍVEL, OSCILANTE, COR: PRETA, DIÂMETRO: 50, MATERIAL: PLÁSTICO, POTÊNCIA MOTOR: 160, QUANTIDADE VELOCIDADE: 3, TENSÃO ALIMENTAÇÃO: 127, TIPO: MESA;UN;250;30;7.500,00
26/2025;Aprovada;;Aquisição de Equipamentos eletrônicos;BENS;250110;957.700,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;215/2024;Médio;7;01/06/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;784;FRIGOBAR;457745;"CAPACIDADE: 117, CARACTERÍSTICAS ADICIONAIS: ETIQUETA EFICIÊNCIA ENERGÉTICA A"", COR: BRANCA, TENSÃO ALIMENTAÇÃO: 110""";UN;1.800,00;50;90.000,00
26/2025;Aprovada;;Aquisição de Equipamentos eletrônicos;BENS;250110;957.700,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;215/2024;Médio;8;01/06/2025;Material;5895;EQUIPAMENTOS DIVERSOS PARA COMUNICAÇÕES;9732;MICROFONE;480211;ACESSÓRIOS: CABO DE NO MÍNIMO 1,5M, APLICAÇÃO: VIDEOCONFERÊNCIA, CARACTERÍSTICAS ADICIONAIS: CONECTOR USB, PLUG AND PLAY, PADRÃO: OMNIDIRECIONAL, RESPOSTA FREQÜÊNCIA: 60 HZ - 17, TIPO: DE MESA;UN;950;30;28.500,00
26/2025;Aprovada;;Aquisição de Equipamentos eletrônicos;BENS;250110;957.700,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;215/2024;Médio;9;01/06/2025;Material;5895;EQUIPAMENTOS DIVERSOS PARA COMUNICAÇÕES;9732;MICROFONE;612281;ALCANCE: 200, ALIMENTAÇÃO: BATERIA AA, CARACTERÍSTICAS ADICIONAIS: DISPLAY LCD, DISTORÇÃO HARMÔNICA TOTAL: <0,1%, IMPEDÂNCIA: 50, PADRÃO: CARDIÓIDE, REFERÊNCIA FABRICANTE: ULXD2/SM58, RESPOSTA FREQÜÊNCIA: 30 HZ A 20, SENSIBILIDADE: ? 98, TIPO: DE MÃO SEM FIO;UN;950;20;19.000,00
26/2025;Aprovada;;Aquisição de Equipamentos eletrônicos;BENS;250110;957.700,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;215/2024;Médio;10;01/06/2025;Material;5895;EQUIPAMENTOS DIVERSOS PARA COMUNICAÇÕES;9732;MICROFONE;612281;ALCANCE: 200, ALIMENTAÇÃO: BATERIA AA, CARACTERÍSTICAS ADICIONAIS: DISPLAY LCD, DISTORÇÃO HARMÔNICA TOTAL: <0,1%, IMPEDÂNCIA: 50, PADRÃO: CARDIÓIDE, REFERÊNCIA FABRICANTE: ULXD2/SM58, RESPOSTA FREQÜÊNCIA: 30 HZ A 20, SENSIBILIDADE: ? 98, TIPO: DE MÃO SEM FIO;EMB;650;10;6.500,00
26/2025;Aprovada;;Aquisição de Equipamentos eletrônicos;BENS;250110;957.700,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;215/2024;Médio;11;01/06/2025;Material;5895;EQUIPAMENTOS DIVERSOS PARA COMUNICAÇÕES;9732;MICROFONE;611519;ACESSÓRIOS: 1 RECEPTOR E 2 TRANSMISSORES, ALCANCE: 200, ALIMENTAÇÃO: BATERIA, PADRÃO: OMNIDIRECIONAL, RESPOSTA FREQÜÊNCIA: 50HZ A 20, TIPO: DE LAPELA;UN;250;20;5.000,00
26/2025;Aprovada;;Aquisição de Equipamentos eletrônicos;BENS;250110;957.700,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;215/2024;Médio;12;01/06/2025;Material;6730;EQUIPAMENTO PARA PROJEÇÃO FOTOGRÁFICA;907;PROJETOR MULTIMÍDIA;602170;COMPATIBILIDADE VÍDEO: NTSC, SDTV, EDTV, HDTV, CONTRASTE MÍNIMO: 16.000:1, FREQÜÊNCIA: 50/60, LUMINOSIDADE MÍNIMA: 3.400, QUANTIDADE ENTRADA RGB: 1, QUANTIDADE ENTRADAS VÍDEO: 3, RESOLUÇÃO: 1920 X 1080 FULL HD, TIPO: TETO E MESA, TIPO FOCO: MANUAL, TIPO PROJEÇÃO: FRONTAL/RETROPROJEÇÃO/TETO, TIPO ZOOM: MANUAL, VOLTAGEM: 100/240;UN;5.500,00;12;66.000,00
26/2025;Aprovada;;Aquisição de Equipamentos eletrônicos;BENS;250110;957.700,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;215/2024;Médio;13;01/06/2025;Material;6760;EQUIPAMENTO FOTOGRÁFICO E ACESSÓRIOS;13849;CÂMERA DIGITAL;600070;"APLICAÇÃO: MICROSCÓPIOS E ESTEREOMICROSCOPIOS, CARACTERÍSTICAS ADICIONAIS: SENSOR CMOS 1/2.3, TAMANHO DOS PIXELS: 1.55 X, FORMATO DE GRAVAÇÃO: GRAVAÇÃO DE VÍDEO 4K COM 60 FPS, RESOLUÇÃO: 16.3 MPIXELS, TERMINAL CONEXÃO SAÍDA: VIA USB 3.1 TIPO C COM FILTRO FERRIT, TIPO MONITOR: COLORIDO""";UN;5.100,00;12;61.200,00
26/2025;Aprovada;;Aquisição de Equipamentos eletrônicos;BENS;250110;957.700,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;215/2024;Médio;14;01/06/2025;Material;6760;EQUIPAMENTO FOTOGRÁFICO E ACESSÓRIOS;8788;LENTE PARA CÂMERA FOTOGRÁFICA;614621;ABERTURA MÁXIMA: F1.8L, DISTÂNCIA FOCAL: 50, TIPO: 50;UN;950;12;11.400,00
26/2025;Aprovada;;Aquisição de Equipamentos eletrônicos;BENS;250110;957.700,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;215/2024;Médio;15;01/06/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;13629;REFRIGERADOR DOMÉSTICO;481682;CAPACIDADE: 410, CARACTERÍSTICAS ADICIONAIS: DUPLEX, FROST FREE E DEGELO AUTOMÁTICO, TIPO: VERTICAL, VOLTAGEM: 110/220;UN;3.400,00;20;68.000,00
26/2025;Aprovada;;Aquisição de Equipamentos eletrônicos;BENS;250110;957.700,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;215/2024;Médio;16;01/06/2025;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;1045;FORNO MICROONDAS;445383;CAPACIDADE: 30, CARACTERÍSTICAS ADICIONAIS: COM PRATO GIRATÓRIO E FUNÇÃO GRILL, FUNÇÕES: GRILL, DOURADOR E TOSTADOR, MATERIAL: AÇO INOXIDÁVEL, VOLTAGEM: 220;UN;900;30;27.000,00
26/2025;Aprovada;;Aquisição de Equipamentos eletrônicos;BENS;250110;957.700,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;215/2024;Médio;17;01/06/2025;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;1069;CAFETEIRA ELÉTRICA;423372;CAPACIDADE: 10, CARACTERÍSTICAS ADICIONAIS: COM 2 DEPÓSITOS, MATERIAL: AÇO INOXIDÁVEL, VOLTAGEM: 110/220;UN;2.400,00;25;60.000,00
26/2025;Aprovada;;Aquisição de Equipamentos eletrônicos;BENS;250110;957.700,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;215/2024;Médio;18;01/06/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;3492;BEBEDOURO ÁGUA GARRAFÃO;402920;CAPACIDADE: 20, CARACTERÍSTICAS ADICIONAIS: BAIXO CONSUMO ENERGIA,TERMOSTATO REGULÁVEL,INMETRO, MATERIAL: PLÁSTICO ABS E CHAPA AÇO INOXIDÁVEL, TIPO: ELÉTRICO DE COLUNA, VOLTAGEM: 220;UN;900;30;27.000,00
26/2025;Aprovada;;Aquisição de Equipamentos eletrônicos;BENS;250110;957.700,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;215/2024;Médio;19;01/06/2025;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;13792;FOGÃO SEMI-INDUSTRIAL;227404;ALTURA: 80, COMPRIMENTO: 120, COR: CINZA, FUNCIONAMENTO: GÁS, LARGURA: 80, MATERIAL: AÇO INOXIDÁVEL, QUANTIDADE BOCAS: 4, QUANTIDADE QUEIMADOR: 2 DUPLOS (1 GRANDE E 1 PEQUENO JUNTOS) E 2 SIMPLES, TIPO ACENDIMENTO: MANUAL, TIPO USO: COZINHA;UN;2.400,00;8;19.200,00
26/2025;Aprovada;;Aquisição de Equipamentos eletrônicos;BENS;250110;957.700,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;215/2024;Médio;20;01/06/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;783;FREEZER;438025;"CAPACIDADE: 400, CARACTERÍSTICAS ADICIONAIS: TRIPLAFUNÇÃO; EFICIÊNCIA ENERGÉTICA ETIQUETA A"", QUANTIDADE PORTAS: 1, TENSÃO ALIMENTAÇÃO: 220, TIPO: VERTICAL""";UN;6.300,00;8;50.400,00
26/2025;Aprovada;;Aquisição de Equipamentos eletrônicos;BENS;250110;957.700,00;04/12/2024;02/06/2025;180;SE.SAA.CGINFRA.COMAP;215/2024;Médio;21;01/06/2025;Material;7730;FONÓGRAFOS, RÁDIOS E TELEVISORES DE TIPO DOMÉSTICO;12609;TELEVISOR;460902;ACESSÓRIOS: CONTROLE REMOTO, CARACTERÍSTICAS ADICIONAIS: SMART TV, 4 K, WIFI. ENTRADAS HDMI/USB, CONVERSOR, TAMANHO TELA: 85, TIPO TELA: LED, VOLTAGEM: 110/220;UN;8.500,00;12;102.000,00
25/2025;Aprovada;;Serviço de jardinagem;SERVICOS;250110;246.483,64;04/12/2024;02/06/2025;180;SESAI.CASAI.BSB;190/2024;Médio;1;01/06/2025;Serviço;851;SERVIÇOS DE AGÊNCIAS DE EMPREGOS E FORNECIMENTO DE PESSOAL;;;24325;PRESTAÇÃO DE SERVIÇO DE JARDINAGEM - OUTROS SERVIÇOS - OUTRAPRODUTIVIDADE;;246.483,64;1;246.483,64
24/2025;Aprovada;;Serviço de manutenção da frota de veículos oficiais;SERVICOS;250110;305.898,12;03/12/2024;02/06/2025;181;SESAI.CASAI.BSB;210/2024;Médio;1;01/06/2025;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;3565;MANUTENÇÃO DE VEÍCULOS LEVES E PESADOS;;244.718,50;1;244.718,50
24/2025;Aprovada;;Serviço de manutenção da frota de veículos oficiais;SERVICOS;250110;305.898,12;03/12/2024;02/06/2025;181;SESAI.CASAI.SP;229/2024;Médio;1;01/06/2025;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;3565;MANUTENÇÃO DE VEÍCULOS LEVES E PESADOS;;61.179,62;1;61.179,62
23/2025;Aprovada;Preparação;Serviço de combate de praga urbanas;SERVICOS;250110;6.000,00;04/12/2024;02/06/2025;180;SESAI.CASAI.SP;238/2024;Médio;1;01/06/2025;Serviço;943;SERVIÇOS DE SANEAMENTO E SERVIÇOS SIMILARES;;;3417;DESINSETIZAÇÃO / DESRATIZAÇÃO / DEDETIZAÇÃO;;6.000,00;1;6.000,00
22/2025;Aprovada;;Serviço especializado para melhoria nos sistemas elétricos - Casai/BSB;OBRAS_SERV_ESP_ENGENHARIA;250110;3.000.000,00;01/11/2024;30/04/2025;180;SAA.CGINFRA;146/2024;Médio;1;30/04/2025;Serviço;545;TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO;;;1627;MANUTENÇÃO / REFORMA PREDIAL;;3.000.000,00;1;3.000.000,00
34/2025;Aprovada;;Aquisição de Escadas dobráveis de alumínio com 5 degraus.;BENS;250110;9.000,00;31/01/2025;31/07/2025;181;SAA.CGDI.ARQUIVO;59/2024;Baixo;1;31/07/2025;Material;5440;EQUIPAMENTOS PARA MONTAGEM DE ANDAIME E FORMAS DE CONCRETO;765;ESCADA DOMÉSTICA;359881;CAPACIDADE: 100, CARACTERÍSTICAS ADICIONAIS: PÉS ANTIDERRAPANTES, TRAVA DE SEGURANÇA, MATERIAL: ALUMÍNIO, NÚMERO DEGRAUS: 5, TIPO: DOBRÁVEL;UN;2.250,00;4;9.000,00
379/2025;Aprovada;Edição;Aquisição de enxoval;BENS;250110;253.233,77;22/01/2025;30/05/2025;128;SESAI.CASAI.BSB;08/2025;Médio;1;01/06/2025;Material;9330;ARTIGOS DE PLÁSTICO;3320;BANHEIRA USO INFANTIL;467566;ADICIONAL 1: C/ SABONETEIRA, CAPACIDADE MÁXIMA: ATÉ 25, COR: C/ COR, MATERIAL: PLÁSTICO, MODELO: RÍGIDA, DRENÁVEL, TIPO ENCOSTO: ENCOSTO P/ COSTAS FIXO;UN;28,22;10;282,2
379/2025;Aprovada;Edição;Aquisição de enxoval;BENS;250110;253.233,77;22/01/2025;30/05/2025;128;SESAI.CASAI.BSB;08/2025;Médio;2;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;19710;TOALHA BANHO;459484;COR: BRANCO, MATERIAL: 100% ALGODÃO, MEDIDAS MÍNIMAS (C X L): 1,40 X 0,70;UN;22,769;2.000,00;45.538,00
379/2025;Aprovada;Edição;Aquisição de enxoval;BENS;250110;253.233,77;22/01/2025;30/05/2025;128;SESAI.CASAI.BSB;08/2025;Médio;3;01/06/2025;Material;6530;MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E  SUPRIMENTOS  HOSPITALARES;30053;COLCHÃO PIRAMIDAL / CAIXA DE OVO - HOSPITALAR;601148;ADICIONAL: C/ CAPA PROTETORA, DENSIDADE MÍNIMA: ESPUMA CERCA D-33, DIMENSÕES: CERCA DE 180 X 50 X 8, MATERIAL: ESPUMA FLEXÍVEL POLIURETANO, TIPO REVESTIMENTO: TOTALMENTE IMPERMEÁVEL E NÃO REMOVÍVEL;UN;217,28;20;4.345,60
379/2025;Aprovada;Edição;Aquisição de enxoval;BENS;250110;253.233,77;22/01/2025;30/05/2025;128;SESAI.CASAI.BSB;08/2025;Médio;4;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;19713;LENÇOL CAMA;459623;COR: BRANCO, GRAMATURA MÍNIMA: 200, IMPRESSÃO: PERSONALIZADA E RESISTENTE A LAVAGEM INDUSTRIAL, MATERIAL: POLIÉSTER E ALGODÃO, MEDIDAS MÍNIMAS ( C X L ): 1,32 X 0,62, TIPO FIXAÇÃO: TRAÇADO SEM ELÁSTICO;UN;26;50;1.300,00
379/2025;Aprovada;Edição;Aquisição de enxoval;BENS;250110;253.233,77;22/01/2025;30/05/2025;128;SESAI.CASAI.BSB;08/2025;Médio;5;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;19713;LENÇOL CAMA;459577;COR: COM COR, MATERIAL: 100% ALGODÃO, MEDIDAS MÍNIMAS ( C X L ): 1,90 X 0,90, TIPO FIXAÇÃO: COM ELÁSTICO;UN;29,95;2.000,00;59.900,00
379/2025;Aprovada;Edição;Aquisição de enxoval;BENS;250110;253.233,77;22/01/2025;30/05/2025;128;SESAI.CASAI.BSB;08/2025;Médio;6;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;19713;LENÇOL CAMA;467124;CARACTERÍSTICAS ADICIONAIS: USO HOSPITALAR COM COSTURA DUPLA, COR: BRANCO, GRAMATURA MÍNIMA: 150, MATERIAL: CRETONE 100% ALGODÃO, MEDIDAS MÍNIMAS ( C X L ): 1,80 X 1,00, TIPO FIXAÇÃO: SEM ELÁSTICO;UN;23,815;2.000,00;47.630,00
379/2025;Aprovada;Edição;Aquisição de enxoval;BENS;250110;253.233,77;22/01/2025;30/05/2025;128;SESAI.CASAI.BSB;08/2025;Médio;7;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;750;FRONHA;285459;COMPRIMENTO: 70, COR: BRANCA, LARGURA: 50, MATERIAL: 100% ALGODÃO;UN;11,75;2.000,00;23.500,00
379/2025;Aprovada;Edição;Aquisição de enxoval;BENS;250110;253.233,77;22/01/2025;30/05/2025;128;SESAI.CASAI.BSB;08/2025;Médio;8;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;19711;COLCHA CAMA;603916;CARACTERÍSTICAS ADICIONAIS: ANTIALÉRGICO, COR: COM COR, GRAMATURA MÍNIMA: 180, MATERIAL: 100% POLIÉSTER, MEDIDAS MÍNIMAS (C X L): 2,00 X 1,50, TIPO: LENÇOL DE CIMA / COBERTOR;UN;26,6;1.000,00;26.600,00
379/2025;Aprovada;Edição;Aquisição de enxoval;BENS;250110;253.233,77;22/01/2025;30/05/2025;128;SESAI.CASAI.BSB;08/2025;Médio;9;01/06/2025;Material;8465;EQUIPAMENTOS INDIVIDUAIS;11502;REDE DE DORMIR;326199;MATERIAL: 100% ALGODÃO, TIPO: SOLTEIRO;UN;67,13;60;4.027,80
379/2025;Aprovada;Edição;Aquisição de enxoval;BENS;250110;253.233,77;22/01/2025;30/05/2025;128;SESAI.CASAI.BSB;08/2025;Médio;10;01/06/2025;Material;4020;CABOS DE FIBRA, CORDOALHAS E BARBANTES;5854;CORDA;480061;DIÂMETRO: 36, MATERIAL: NÁILON, TIPO: TORCIDA;UN;4,72;60;283,2
379/2025;Aprovada;Edição;Aquisição de enxoval;BENS;250110;253.233,77;22/01/2025;30/05/2025;128;SESAI.CASAI.BSB;08/2025;Médio;11;01/06/2025;Material;5340;FERRAGENS DIVERSAS;562;GANCHO REDE;217349;CARACTERÍSTICAS ADICIONAIS: PARA PARAFUSAR - REFORÇADO, COMPRIMENTO PARAFUSOS: 40, DIÂMETRO PARAFUSOS: 5,50, ESPESSURA CHAPA: 1,90, ESPESSURA CHUMBADOR: NÃO APLICÁVEL, ESPESSURA GANCHO: 9,50, MATERIAL: FERRO, QUANTIDADE PARAFUSOS: 4, TRATAMENTO SUPERFICIAL: ZINCADO;UN;15,02;40;600,8
379/2025;Aprovada;Edição;Aquisição de enxoval;BENS;250110;253.233,77;22/01/2025;30/05/2025;128;SESAI.CASAI.SP;11/2025;Médio;1;01/06/2025;Material;9330;ARTIGOS DE PLÁSTICO;3320;BANHEIRA USO INFANTIL;467566;ADICIONAL 1: C/ SABONETEIRA, CAPACIDADE MÁXIMA: ATÉ 25, COR: C/ COR, MATERIAL: PLÁSTICO, MODELO: RÍGIDA, DRENÁVEL, TIPO ENCOSTO: ENCOSTO P/ COSTAS FIXO;UN;28,22;4;112,88
379/2025;Aprovada;Edição;Aquisição de enxoval;BENS;250110;253.233,77;22/01/2025;30/05/2025;128;SESAI.CASAI.SP;45962;Médio;2;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;19710;TOALHA BANHO;459484;COR: BRANCO, MATERIAL: 100% ALGODÃO, MEDIDAS MÍNIMAS (C X L): 1,40 X 0,70;UN;22,769;160;3.643,04
379/2025;Aprovada;Edição;Aquisição de enxoval;BENS;250110;253.233,77;22/01/2025;30/05/2025;128;SESAI.CASAI.SP;45962;Médio;3;01/06/2025;Material;6530;MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E  SUPRIMENTOS  HOSPITALARES;30053;COLCHÃO PIRAMIDAL / CAIXA DE OVO - HOSPITALAR;601148;ADICIONAL: C/ CAPA PROTETORA, DENSIDADE MÍNIMA: ESPUMA CERCA D-33, DIMENSÕES: CERCA DE 180 X 50 X 8, MATERIAL: ESPUMA FLEXÍVEL POLIURETANO, TIPO REVESTIMENTO: TOTALMENTE IMPERMEÁVEL E NÃO REMOVÍVEL;UN;217,278;40;8.691,12
379/2025;Aprovada;Edição;Aquisição de enxoval;BENS;250110;253.233,77;22/01/2025;30/05/2025;128;SESAI.CASAI.SP;45962;Médio;4;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;19713;LENÇOL CAMA;459623;COR: BRANCO, GRAMATURA MÍNIMA: 200, IMPRESSÃO: PERSONALIZADA E RESISTENTE A LAVAGEM INDUSTRIAL, MATERIAL: POLIÉSTER E ALGODÃO, MEDIDAS MÍNIMAS ( C X L ): 1,32 X 0,62, TIPO FIXAÇÃO: TRAÇADO SEM ELÁSTICO;UN;26;50;1.300,00
379/2025;Aprovada;Edição;Aquisição de enxoval;BENS;250110;253.233,77;22/01/2025;30/05/2025;128;SESAI.CASAI.SP;45962;Médio;5;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;19713;LENÇOL CAMA;459577;COR: COM COR, MATERIAL: 100% ALGODÃO, MEDIDAS MÍNIMAS ( C X L ): 1,90 X 0,90, TIPO FIXAÇÃO: COM ELÁSTICO;UN;29,95;400;11.980,00
379/2025;Aprovada;Edição;Aquisição de enxoval;BENS;250110;253.233,77;22/01/2025;30/05/2025;128;SESAI.CASAI.SP;45962;Médio;6;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;19713;LENÇOL CAMA;467124;CARACTERÍSTICAS ADICIONAIS: USO HOSPITALAR COM COSTURA DUPLA, COR: BRANCO, GRAMATURA MÍNIMA: 150, MATERIAL: CRETONE 100% ALGODÃO, MEDIDAS MÍNIMAS ( C X L ): 1,80 X 1,00, TIPO FIXAÇÃO: SEM ELÁSTICO;UN;23,815;200;4.763,00
379/2025;Aprovada;Edição;Aquisição de enxoval;BENS;250110;253.233,77;22/01/2025;30/05/2025;128;SESAI.CASAI.SP;45962;Médio;7;01/06/2025;Material;7210;UTENSÍLIOS DOMÉSTICOS;750;FRONHA;285459;COMPRIMENTO: 70, COR: BRANCA, LARGURA: 50, MATERIAL: 100% ALGODÃO;UN;11,75;200;2.350,00
